x,y,A,B,C,D,E,F
1.30000,4.25000,0.9,0.0,0.1,0.0,0.0,0.0
10.80000,0.58660,0.3,0.0,0.0,0.3,0.1,0.3
8.15000,0.32680,0.4,0.1,0.0,0.3,0.0,0.2
12.85000,0.32680,0.0,0.0,0.3,0.1,0.4,0.2
2.75000,0.15359,0.7,0.0,0.1,0.2,0.0,0.0
8.25000,4.30000,0.4,0.1,0.1,0.4,0.0,0.0
4.25000,2.22680,0.2,0.0,0.0,0.3,0.5,0.0
10.60000,1.70981,0.1,0.0,0.2,0.0,0.1,0.6
10.30000,4.21340,0.1,0.1,0.0,0.0,0.5,0.3
12.55000,0.50000,0.0,0.0,0.1,0.3,0.4,0.2
12.35000,0.67321,0.0,0.0,0.1,0.6,0.2,0.1
10.30000,3.26340,0.1,0.0,0.1,0.5,0.3,0.0
5.25000,0.15359,0.0,0.4,0.0,0.1,0.0,0.5
11.10000,1.53660,0.2,0.0,0.4,0.0,0.2,0.2
5.15000,4.30000,0.0,0.3,0.5,0.2,0.0,0.0
4.30000,0.24019,0.2,0.0,0.0,0.0,0.2,0.6
11.15000,3.35000,0.2,0.0,0.3,0.3,0.2,0.0
2.10000,4.00000,0.1,0.0,0.0,0.9,0.0,0.0
7.90000,2.31340,0.1,0.1,0.5,0.0,0.0,0.3
8.30000,4.21340,0.5,0.1,0.1,0.3,0.0,0.0
13.45000,1.45000,0.0,0.3,0.0,0.3,0.2,0.2
3.85000,0.32680,0.6,0.0,0.0,0.0,0.3,0.1
5.35000,3.00359,0.0,0.3,0.1,0.0,0.6,0.0
12.35000,1.45000,0.0,0.2,0.0,0.4,0.3,0.1
8.30000,1.36340,0.5,0.1,0.0,0.1,0.3,0.0
3.95000,1.10359,0.6,0.0,0.0,0.1,0.0,0.3
6.35000,1.45000,0.0,0.0,0.2,0.0,0.5,0.3
5.25000,0.50000,0.0,0.2,0.0,0.5,0.0,0.3
4.05000,3.35000,0.3,0.0,0.5,0.0,0.0,0.2
6.35000,4.47321,0.0,0.1,0.0,0.0,0.7,0.2
12.25000,2.40000,0.0,0.3,0.4,0.0,0.2,0.1
12.55000,1.45000,0.0,0.1,0.0,0.3,0.4,0.2
1.50000,1.75000,0.0,0.0,0.7,0.0,0.0,0.3
2.80000,1.36340,0.5,0.4,0.0,0.0,0.0,0.1
4.05000,0.50000,0.3,0.0,0.0,0.0,0.5,0.2
3.00000,1.36340,0.3,0.4,0.0,0.0,0.0,0.3
4.20000,3.26340,0.2,0.0,0.4,0.0,0.0,0.4
12.80000,3.26340,0.0,0.2,0.1,0.4,0.0,0.3
10.75000,3.35000,0.4,0.0,0.2,0.1,0.3,0.0
13.70000,3.43660,0.0,0.2,0.2,0.2,0.0,0.4
12.25000,3.35000,0.0,0.3,0.4,0.2,0.0,0.1
5.30000,2.14019,0.0,0.3,0.2,0.0,0.0,0.5
2.95000,1.10359,0.5,0.1,0.0,0.0,0.0,0.4
6.45000,1.45000,0.0,0.0,0.1,0.0,0.5,0.4
4.25000,1.27680,0.2,0.0,0.0,0.3,0.0,0.5
8.05000,4.47321,0.1,0.1,0.2,0.6,0.0,0.0
10.40000,0.41340,0.2,0.0,0.0,0.1,0.4,0.3
7.35000,1.45000,0.4,0.4,0.0,0.1,0.1,0.0
12.95000,4.47321,0.0,0.2,0.1,0.1,0.6,0.0
7.65000,2.22680,0.2,0.2,0.5,0.0,0.0,0.1
10.35000,2.22680,0.2,0.0,0.1,0.5,0.0,0.2
8.60000,2.65981,0.1,0.6,0.1,0.0,0.0,0.2
10.60000,1.36340,0.4,0.0,0.1,0.0,0.2,0.3
2.80000,3.09019,0.6,0.2,0.0,0.2,0.0,0.0
8.30000,1.53660,0.3,0.2,0.0,0.1,0.4,0.0
4.15000,1.62321,0.1,0.0,0.0,0.7,0.0,0.2
12.30000,4.55981,0.0,0.1,0.7,0.1,0.1,0.0
10.75000,1.62321,0.2,0.0,0.3,0.0,0.1,0.4
9.85000,2.57320,0.2,0.0,0.6,0.1,0.0,0.1
4.20000,1.36340,0.2,0.0,0.0,0.4,0.0,0.4
12.40000,4.38660,0.0,0.1,0.5,0.3,0.1,0.0
9.65000,0.32680,0.6,0.0,0.0,0.2,0.1,0.1
12.25000,2.57320,0.0,0.2,0.6,0.0,0.1,0.1
2.70000,1.19019,0.7,0.2,0.0,0.0,0.0,0.1
4.10000,2.31340,0.3,0.0,0.0,0.4,0.3,0.0
10.90000,1.53660,0.3,0.0,0.4,0.0,0.1,0.2
12.75000,4.12679,0.0,0.2,0.1,0.5,0.2,0.0
13.10000,4.38660,0.0,0.3,0.2,0.1,0.4,0.0
